event_slug,event_name,overview_url,split,league,region,day,group,game_id,source_url,source_scope,table_index,table_type,table_heading,row_number,legend,pick_rate_pct,avg_placement,win_rate_pct,top_5_rate_pct,top_7_conversion_rate_pct,fwr_pct,total_occurrences,composition,games_played,team,games,best_p,avg_p,kills,place_pts,total_pts,knocks,times_knocked,dmg_dealt,dmg_taken,dmg_diff,dmg_per_kill,ring_dmg,rez,rspn,k_per_d,ka_per_d,deaths,surv_time,avg_fastest_first_kill,top_1s,top_2s,top_3s,top_5s,top_10s,top_15s,top_20s,top_10_pct,t10_to_t5_pct,t5_to_t1_pct,assists,player,avg_time_to_first_kill,poi,avg_pick,wins,avg_points,avg_kills,picks,storm_point,world_s_edge,total,overall_max,storm_point_fastest,storm_point_fastest_avg,storm_point_avg,world_s_edge_fastest,world_s_edge_fastest_avg,world_s_edge_avg,overall_fastest,overall_fastest_avg,overall_avg,perk,pick_rate_pct_per_legend,number_of_picks,level_2_blue,level_3_purple,level_4_red,col_1,pv_rank,player_value,carry_value,absolute_pv,kills_per_game,damage_per_game,damage_ratio,rank,tv,broken_moon,broken_moon_fastest,broken_moon_fastest_avg,broken_moon_avg,e_district,e_district_fastest,e_district_fastest_avg,e_district_avg
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,70,composition_by_scope,Scores,1,,100%,7.57,2.9%,45.7%,5%,,,"Gibraltar, Newcastle, Valkyrie",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,71,composition_by_scope,Scores,1,,100%,10.76,5.9%,17.6%,18.2%,,,"Gibraltar, Newcastle, Rampart",34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,72,composition_by_scope,Scores,1,,32.56%,9.21,7.1%,21.4%,16.7%,,,"Catalyst, Gibraltar, Newcastle",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,72,composition_by_scope,Scores,2,,16.28%,12.57,0%,28.6%,0%,,,"Gibraltar, Newcastle, Valkyrie",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,72,composition_by_scope,Scores,3,,51.16%,9.77,4.5%,31.8%,11.1%,,,"Gibraltar, Newcastle, Rampart",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,73,composition_by_scope,Scores,1,,94.29%,7.21,9.1%,51.5%,15.8%,,,"Catalyst, Gibraltar, Newcastle",33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,73,composition_by_scope,Scores,2,,5.71%,9.5,0%,50%,0%,,,"Gibraltar, Loba, Newcastle",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,74,composition_by_scope,Scores,1,,80%,8.64,17.9%,32.1%,35.7%,,,"Catalyst, Gibraltar, Newcastle",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,74,composition_by_scope,Scores,2,,14.29%,10,0%,20%,0%,,,"Gibraltar, Newcastle, Valkyrie",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,74,composition_by_scope,Scores,3,,5.71%,5,0%,50%,0%,,,"Gibraltar, Loba, Rampart",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,75,composition_by_scope,Scores,1,,100%,12.28,14%,23.3%,60%,,,"Gibraltar, Newcastle, Rampart",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,76,composition_by_scope,Scores,1,,100%,9.14,7%,37.2%,16.7%,,,"Gibraltar, Newcastle, Rampart",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,77,composition_by_scope,Scores,1,,65.71%,6.96,13%,52.2%,21.4%,,,"Gibraltar, Mirage, Newcastle",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,77,composition_by_scope,Scores,2,,34.29%,7.67,25%,41.7%,50%,,,"Gibraltar, Newcastle, Rampart",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,78,composition_by_scope,Scores,1,,100%,10.43,11.4%,34.3%,30.8%,,,"Gibraltar, Newcastle, Valkyrie",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,79,composition_by_scope,Scores,1,,81.4%,11,0%,17.1%,0%,,,"Gibraltar, Newcastle, Rampart",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,79,composition_by_scope,Scores,2,,18.6%,11.88,0%,0%,0%,,,"Catalyst, Gibraltar, Newcastle",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,80,composition_by_scope,Scores,1,,100%,11.38,2.9%,20.6%,11.1%,,,"Gibraltar, Newcastle, Rampart",34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,81,composition_by_scope,Scores,1,,61.54%,14.63,0%,6.3%,0%,,,"Gibraltar, Newcastle, Rampart",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,81,composition_by_scope,Scores,2,,7.69%,12.5,0%,0%,0%,,,"Catalyst, Gibraltar, Newcastle",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,81,composition_by_scope,Scores,3,,30.77%,12.63,12.5%,12.5%,50%,,,"Gibraltar, Newcastle, Valkyrie",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,82,team_stats,Scores,1,,,,,,,,,,,100 Thieves,34,1st,10.6,98,101,199,135,132,"80,630","72,912","7,718",822.76,"4,670",37,4,0.98,2,100,31h 33s,14m 4s,2,6,6,10,16,23,34,47.1%,62.5%,20%,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,82,team_stats,Scores,2,,,,,,,,,,,Team Falcons,43,1st,9.1,186,162,348,252,174,"120,886","103,255","17,631",649.92,"13,837",50,15,1.38,2.92,135,40h 6m 11s,11m 31s,3,8,15,16,24,34,43,55.8%,66.7%,18.8%,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,82,team_stats,Scores,3,,,,,,,,,,,ShopifyRebellion,35,1st,8,136,138,274,181,123,"111,362","75,722","35,640",818.84,"7,697",29,2,1.42,2.85,96,34h 46m 1s,13m 5s,4,7,9,13,24,29,35,68.6%,54.2%,30.8%,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,82,team_stats,Scores,4,,,,,,,,,,,GREEN STEGO,34,2nd,10.8,87,73,160,122,130,"66,863","56,082","10,781",768.54,"5,234",26,5,0.81,1.77,107,29h 53m 46s,11m 53s,0,1,3,6,18,25,34,52.9%,33.3%,0%,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,82,team_stats,Scores,5,,,,,,,,,,,Noctem,43,1st,12.3,155,110,265,196,151,"87,622","90,746","-3,124",565.3,"5,171",33,9,1.28,2.65,121,34h 33m 23s,10m 33s,6,6,7,10,13,25,43,30.2%,76.9%,60%,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,82,team_stats,Scores,6,,,,,,,,,,,FNATIC,43,1st,11.3,147,128,275,183,152,"92,535","74,429","18,106",629.49,"12,894",38,8,1.2,2.52,122,36h 51m 14s,11m 4s,5,6,8,12,20,27,43,46.5%,60%,41.7%,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,82,team_stats,Scores,7,,,,,,,,,,,Liquid Alienware,35,1st,11,102,91,193,144,124,"80,318","78,492","1,826",787.43,"6,674",28,4,0.99,2.18,103,31h 5m 55s,11m 38s,2,3,5,9,15,25,35,42.9%,60%,22.2%,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,82,team_stats,Scores,8,,,,,,,,,,,Aurora,35,1st,7.2,124,169,293,174,151,"89,935","91,073","-1,138",725.28,"17,087",56,12,1.25,2.55,99,34h 20m 46s,15m 13s,6,9,13,17,26,29,35,74.3%,65.4%,35.3%,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,82,team_stats,Scores,9,,,,,,,,,,,Virtus.pro,43,1st,11.3,153,106,259,211,197,"98,641","103,657","-5,016",644.71,"13,646",62,20,1.05,2.13,146,36h 28m 49s,9m 44s,1,4,7,10,19,31,43,44.2%,52.6%,10%,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,82,team_stats,Scores,10,,,,,,,,,,,GaiminGladiators,35,1st,10.7,87,98,185,125,130,"81,097","77,013","4,084",932.15,"3,037",37,5,0.86,1.71,101,29h 52m 28s,14m 21s,3,4,5,9,18,25,35,51.4%,50%,33.3%,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,82,team_stats,Scores,11,,,,,,,,,,,Exo Clan,43,1st,10.7,121,100,221,182,152,"96,592","76,092","20,500",798.28,"3,176",22,11,0.88,1.77,137,39h 1m 15s,12m 33s,1,2,5,8,21,35,43,48.8%,38.1%,12.5%,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,82,team_stats,Scores,12,,,,,,,,,,,GUILD,35,1st,8.8,124,121,245,194,118,"102,125","68,377","33,748",823.59,"2,833",25,1,1.28,2.39,97,33h 4m 14s,13m 44s,3,6,6,12,22,31,35,62.9%,54.5%,25%,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,82,team_stats,Scores,13,,,,,,,,,,,Cloud9,34,1st,9.4,106,98,204,143,118,"75,693","70,025","5,668",714.08,"1,690",21,4,1.03,2.03,103,33h 13m 39s,14m 33s,1,3,5,9,20,30,34,58.8%,45%,11.1%,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,82,team_stats,Scores,14,,,,,,,,,,,TSM,35,1st,10,122,104,226,161,124,"89,077","76,420","12,657",730.14,"3,677",29,2,1.21,2.59,101,32h 37m 56s,14m 49s,2,5,6,9,20,27,35,57.1%,45%,22.2%,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,82,team_stats,Scores,15,,,,,,,,,,,Alliance,35,1st,7.3,166,152,318,209,144,"99,662","90,746","8,916",600.37,"6,454",49,6,1.63,3.47,102,34h 14m 54s,13m 56s,3,8,10,18,24,32,35,68.6%,75%,16.7%,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,82,team_stats,Scores,16,,,,,,,,,,,GoNext,35,1st,8.6,126,128,254,168,138,"85,025","83,542","1,483",674.8,"5,668",36,14,1.21,2.35,104,33h 27m 5s,11m 12s,5,5,7,11,23,28,35,65.7%,47.8%,45.5%,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,82,team_stats,Scores,17,,,,,,,,,,,Complexity,43,1st,8.8,110,137,247,171,150,"116,851","81,772","35,079",1062.28,"2,700",28,2,0.86,1.69,128,40h 45m 13s,13m 3s,1,6,9,12,27,37,43,62.8%,44.4%,8.3%,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,82,team_stats,Scores,18,,,,,,,,,,,ENTER FORCE.36,35,1st,10.4,111,116,227,147,115,"64,812","50,601","14,211",583.89,"10,686",24,2,1.17,2.47,95,29h 40m 24s,10m 51s,4,7,7,12,18,23,35,51.4%,66.7%,33.3%,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,82,team_stats,Scores,19,,,,,,,,,,,CRAZY RACCOON,34,1st,11.4,109,74,183,146,130,"87,540","59,908","27,632",803.12,"5,542",36,1,1.09,2.36,100,30h 45m 52s,12m 43s,1,2,3,7,15,25,34,44.1%,46.7%,14.3%,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,82,team_stats,Scores,20,,,,,,,,,,,FURIA,35,1st,7.6,124,123,247,164,140,"75,807","78,002","-2,195",611.35,"8,357",34,9,1.12,2.16,111,35h 29m 8s,13m 38s,1,3,5,16,25,33,35,71.4%,64%,6.3%,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,82,team_stats,Scores,21,,,,,,,,,,,DreamFire,26,3rd,11.4,53,50,103,77,105,"43,841","42,555","1,286",827.19,"6,401",29,1,0.67,1.51,79,22h 51m 31s,13m 31s,0,0,2,4,12,20,26,46.2%,33.3%,0%,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,82,team_stats,Scores,22,,,,,,,,,,,Meteor,26,2nd,13,39,38,77,61,94,"36,235","40,945","-4,710",929.1,"6,380",12,6,0.46,0.96,84,23h 6m 10s,11m 9s,0,1,1,3,6,18,26,23.1%,50%,0%,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,82,team_stats,Scores,23,,,,,,,,,,,SOURCE XNY,26,2nd,10.9,64,61,125,102,108,"60,294","61,740","-1,446",942.09,"1,303",33,4,0.78,1.63,82,24h 12m 5s,14m 10s,0,2,3,7,12,19,26,46.2%,58.3%,0%,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,82,team_stats,Scores,24,,,,,,,,,,,STALLIONS,26,2nd,10.7,64,50,114,93,102,"59,139","52,664","6,475",924.05,"3,268",20,9,0.74,1.33,87,24h 48m 14s,13m 10s,0,1,1,3,12,22,26,46.2%,25%,0%,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,82,team_stats,Scores,25,,,,,,,,,,,disguised,34,1st,11.3,85,74,159,122,144,"67,366","72,922","-5,556",792.54,"2,137",46,7,0.8,1.73,106,30h 46m 22s,13m 48s,1,2,2,8,15,24,34,44.1%,53.3%,12.5%,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
